tag,hlj_id,requirement_id,model,version,cluster_id
diagnostics,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,gpt41,tags_v1,tags_v1_117
regression,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,gpt41,tags_v1,tags_v1_118
alerting,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,gpt41,tags_v1,tags_v1_53
sla,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,gpt41,tags_v1,tags_v1_96
performance,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,gpt41,tags_v1,tags_v1_65
regression,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,gpt41,tags_v1,tags_v1_118
performance,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,gpt41,tags_v1,tags_v1_65
remediation,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,gpt41,tags_v1,tags_v1_119
regression,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,gpt41,tags_v1,tags_v1_118
resilience,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,gpt41,tags_v1,tags_v1_120
external,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,gpt41,tags_v1,tags_v1_121
alerting,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,gpt41,tags_v1,tags_v1_53
prompt,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,gpt41,tags_v1,tags_v1_122
usability,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,gpt41,tags_v1,tags_v1_94
performance,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,gpt41,tags_v1,tags_v1_65
privacy,REQ-025-HLJ-Chunk_1-Item_10-v1.0,req-025,gpt41,tags_v1,tags_v1_18
compliance,REQ-025-HLJ-Chunk_1-Item_10-v1.0,req-025,gpt41,tags_v1,tags_v1_12
analytics,REQ-025-HLJ-Chunk_1-Item_10-v1.0,req-025,gpt41,tags_v1,tags_v1_32
transparency,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,gpt41,tags_v1,tags_v1_123
privacy,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,gpt41,tags_v1,tags_v1_18
compliance,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,gpt41,tags_v1,tags_v1_12
self-service,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,gpt41,tags_v1,tags_v1_54
analytics,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,gpt41,tags_v1,tags_v1_32
audit,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,gpt41,tags_v1,tags_v1_25
logging,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,gpt41,tags_v1,tags_v1_24
compliance,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,gpt41,tags_v1,tags_v1_12
retention,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,gpt41,tags_v1,tags_v1_124
compliance,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,gpt41,tags_v1,tags_v1_12
policy,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,gpt41,tags_v1,tags_v1_125
export,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,gpt41,tags_v1,tags_v1_126
roles,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,gpt41,tags_v1,tags_v1_127
security,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,gpt41,tags_v1,tags_v1_44
filter,REQ-022-HLJ-Chunk_1-Item_4-v1.0,req-022,gpt41,tags_v1,tags_v1_70
export,REQ-022-HLJ-Chunk_1-Item_4-v1.0,req-022,gpt41,tags_v1,tags_v1_126
privacy,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,gpt41,tags_v1,tags_v1_18
masking,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,gpt41,tags_v1,tags_v1_128
data-protection,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,gpt41,tags_v1,tags_v1_129
audit,REQ-022-HLJ-Chunk_1-Item_6-v1.0,req-022,gpt41,tags_v1,tags_v1_25
notification,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,gpt41,tags_v1,tags_v1_83
anomaly,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,gpt41,tags_v1,tags_v1_130
docs,REQ-022-HLJ-Chunk_1-Item_8-v1.0,req-022,gpt41,tags_v1,tags_v1_131
compliance,REQ-022-HLJ-Chunk_1-Item_8-v1.0,req-022,gpt41,tags_v1,tags_v1_12
rate-limit,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,gpt41,tags_v1,tags_v1_47
abuse,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,gpt41,tags_v1,tags_v1_132
security,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,gpt41,tags_v1,tags_v1_44
regulation,REQ-022-HLJ-Chunk_1-Item_10-v1.0,req-022,gpt41,tags_v1,tags_v1_19
privacy,REQ-022-HLJ-Chunk_1-Item_10-v1.0,req-022,gpt41,tags_v1,tags_v1_18
data-protection,REQ-022-HLJ-Chunk_1-Item_10-v1.0,req-022,gpt41,tags_v1,tags_v1_129
feature-flags,REQ-023-HLJ-Chunk_1-Item_1-v1.0,req-023,gpt41,tags_v1,tags_v1_133
scalable,REQ-023-HLJ-Chunk_1-Item_1-v1.0,req-023,gpt41,tags_v1,tags_v1_134
geo-segmentation,REQ-023-HLJ-Chunk_1-Item_1-v1.0,req-023,gpt41,tags_v1,tags_v1_135
feature-flags,REQ-023-HLJ-Chunk_1-Item_2-v1.0,req-023,gpt41,tags_v1,tags_v1_133
deployment,REQ-023-HLJ-Chunk_1-Item_2-v1.0,req-023,gpt41,tags_v1,tags_v1_136
progressive-rollout,REQ-023-HLJ-Chunk_1-Item_2-v1.0,req-023,gpt41,tags_v1,tags_v1_137
admin,REQ-023-HLJ-Chunk_1-Item_3-v1.0,req-023,gpt41,tags_v1,tags_v1_8
feature-flags,REQ-023-HLJ-Chunk_1-Item_3-v1.0,req-023,gpt41,tags_v1,tags_v1_133
portal,REQ-023-HLJ-Chunk_1-Item_3-v1.0,req-023,gpt41,tags_v1,tags_v1_138
geo-ip,REQ-023-HLJ-Chunk_1-Item_4-v1.0,req-023,gpt41,tags_v1,tags_v1_139
real-time,REQ-023-HLJ-Chunk_1-Item_4-v1.0,req-023,gpt41,tags_v1,tags_v1_49
location-resolution,REQ-023-HLJ-Chunk_1-Item_4-v1.0,req-023,gpt41,tags_v1,tags_v1_140
geo-ip,REQ-023-HLJ-Chunk_1-Item_5-v1.0,req-023,gpt41,tags_v1,tags_v1_139
fallback,REQ-023-HLJ-Chunk_1-Item_5-v1.0,req-023,gpt41,tags_v1,tags_v1_58
dashboard,REQ-023-HLJ-Chunk_1-Item_6-v1.0,req-023,gpt41,tags_v1,tags_v1_22
real-time-analytics,REQ-023-HLJ-Chunk_1-Item_6-v1.0,req-023,gpt41,tags_v1,tags_v1_141
kpi-tracking,REQ-023-HLJ-Chunk_1-Item_6-v1.0,req-023,gpt41,tags_v1,tags_v1_142
rollback,REQ-023-HLJ-Chunk_1-Item_7-v1.0,req-023,gpt41,tags_v1,tags_v1_59
user-notification,REQ-023-HLJ-Chunk_1-Item_8-v1.0,req-023,gpt41,tags_v1,tags_v1_83
compliance,REQ-023-HLJ-Chunk_1-Item_9-v1.0,req-023,gpt41,tags_v1,tags_v1_12
privacy,REQ-023-HLJ-Chunk_1-Item_9-v1.0,req-023,gpt41,tags_v1,tags_v1_18
audit,REQ-023-HLJ-Chunk_1-Item_10-v1.0,req-023,gpt41,tags_v1,tags_v1_25
geo-ip,REQ-023-HLJ-Chunk_1-Item_10-v1.0,req-023,gpt41,tags_v1,tags_v1_139
rollback,REQ-023-HLJ-Chunk_2-Item_1-v1.0,req-023,gpt41,tags_v1,tags_v1_59
traceability,REQ-023-HLJ-Chunk_2-Item_1-v1.0,req-023,gpt41,tags_v1,tags_v1_84
compliance,REQ-023-HLJ-Chunk_2-Item_1-v1.0,req-023,gpt41,tags_v1,tags_v1_12
documentation,REQ-023-HLJ-Chunk_2-Item_2-v1.0,req-023,gpt41,tags_v1,tags_v1_40
training,REQ-023-HLJ-Chunk_2-Item_2-v1.0,req-023,gpt41,tags_v1,tags_v1_143
enablement,REQ-023-HLJ-Chunk_2-Item_2-v1.0,req-023,gpt41,tags_v1,tags_v1_144
audit,REQ-023-HLJ-Chunk_2-Item_3-v1.0,req-023,gpt41,tags_v1,tags_v1_25
changelog,REQ-023-HLJ-Chunk_2-Item_3-v1.0,req-023,gpt41,tags_v1,tags_v1_145
compliance,REQ-023-HLJ-Chunk_2-Item_3-v1.0,req-023,gpt41,tags_v1,tags_v1_12
template,REQ-024-HLJ-Chunk_1-Item_1-v1.0,req-024,gpt41,tags_v1,tags_v1_146
multi-language,REQ-024-HLJ-Chunk_1-Item_1-v1.0,req-024,gpt41,tags_v1,tags_v1_147
notification,REQ-024-HLJ-Chunk_1-Item_1-v1.0,req-024,gpt41,tags_v1,tags_v1_83
usability,REQ-024-HLJ-Chunk_1-Item_2-v1.0,req-024,gpt41,tags_v1,tags_v1_94
testing,REQ-024-HLJ-Chunk_1-Item_2-v1.0,req-024,gpt41,tags_v1,tags_v1_60
notification,REQ-024-HLJ-Chunk_1-Item_2-v1.0,req-024,gpt41,tags_v1,tags_v1_83
timezone,REQ-024-HLJ-Chunk_1-Item_3-v1.0,req-024,gpt41,tags_v1,tags_v1_76
scheduling,REQ-024-HLJ-Chunk_1-Item_3-v1.0,req-024,gpt41,tags_v1,tags_v1_105
personalization,REQ-024-HLJ-Chunk_1-Item_3-v1.0,req-024,gpt41,tags_v1,tags_v1_148
automation,REQ-024-HLJ-Chunk_1-Item_4-v1.0,req-024,gpt41,tags_v1,tags_v1_149
multi-channel,REQ-024-HLJ-Chunk_1-Item_4-v1.0,req-024,gpt41,tags_v1,tags_v1_150
notification,REQ-024-HLJ-Chunk_1-Item_4-v1.0,req-024,gpt41,tags_v1,tags_v1_83
personalization,REQ-024-HLJ-Chunk_1-Item_5-v1.0,req-024,gpt41,tags_v1,tags_v1_148
integration,REQ-024-HLJ-Chunk_1-Item_5-v1.0,req-024,gpt41,tags_v1,tags_v1_0
segmentation,REQ-024-HLJ-Chunk_1-Item_6-v1.0,req-024,gpt41,tags_v1,tags_v1_115
analytics,REQ-024-HLJ-Chunk_1-Item_6-v1.0,req-024,gpt41,tags_v1,tags_v1_32
dashboard,REQ-024-HLJ-Chunk_1-Item_7-v1.0,req-024,gpt41,tags_v1,tags_v1_22
analytics,REQ-024-HLJ-Chunk_1-Item_7-v1.0,req-024,gpt41,tags_v1,tags_v1_32
reliability,REQ-024-HLJ-Chunk_1-Item_8-v1.0,req-024,gpt41,tags_v1,tags_v1_102
automation,REQ-024-HLJ-Chunk_1-Item_8-v1.0,req-024,gpt41,tags_v1,tags_v1_149
notification,REQ-024-HLJ-Chunk_1-Item_8-v1.0,req-024,gpt41,tags_v1,tags_v1_83
compliance,REQ-024-HLJ-Chunk_1-Item_9-v1.0,req-024,gpt41,tags_v1,tags_v1_12
opt-out,REQ-024-HLJ-Chunk_1-Item_9-v1.0,req-024,gpt41,tags_v1,tags_v1_151
compliance,REQ-024-HLJ-Chunk_1-Item_10-v1.0,req-024,gpt41,tags_v1,tags_v1_12
timezone,REQ-024-HLJ-Chunk_2-Item_1-v1.0,req-024,gpt41,tags_v1,tags_v1_76
usability,REQ-024-HLJ-Chunk_2-Item_1-v1.0,req-024,gpt41,tags_v1,tags_v1_94
compliance,REQ-024-HLJ-Chunk_2-Item_1-v1.0,req-024,gpt41,tags_v1,tags_v1_12
reliability,REQ-024-HLJ-Chunk_2-Item_2-v1.0,req-024,gpt41,tags_v1,tags_v1_102
deduplication,REQ-024-HLJ-Chunk_2-Item_2-v1.0,req-024,gpt41,tags_v1,tags_v1_73
compliance,REQ-024-HLJ-Chunk_2-Item_2-v1.0,req-024,gpt41,tags_v1,tags_v1_12
documentation,REQ-024-HLJ-Chunk_2-Item_3-v1.0,req-024,gpt41,tags_v1,tags_v1_40
training,REQ-024-HLJ-Chunk_2-Item_3-v1.0,req-024,gpt41,tags_v1,tags_v1_143
usability,REQ-024-HLJ-Chunk_2-Item_4-v1.0,req-024,gpt41,tags_v1,tags_v1_94
compliance,REQ-024-HLJ-Chunk_2-Item_4-v1.0,req-024,gpt41,tags_v1,tags_v1_12
gst,REQ-012-HLJ-Chunk_1-Item_1-v1.0,req-012,gpt41,tags_v1,tags_v1_152
rates,REQ-012-HLJ-Chunk_1-Item_1-v1.0,req-012,gpt41,tags_v1,tags_v1_153
gst,REQ-012-HLJ-Chunk_1-Item_2-v1.0,req-012,gpt41,tags_v1,tags_v1_152
dual-tax,REQ-012-HLJ-Chunk_1-Item_2-v1.0,req-012,gpt41,tags_v1,tags_v1_154
gst,REQ-012-HLJ-Chunk_1-Item_3-v1.0,req-012,gpt41,tags_v1,tags_v1_152
invoice,REQ-012-HLJ-Chunk_1-Item_3-v1.0,req-012,gpt41,tags_v1,tags_v1_155
gst,REQ-012-HLJ-Chunk_1-Item_4-v1.0,req-012,gpt41,tags_v1,tags_v1_152
invoice,REQ-012-HLJ-Chunk_1-Item_4-v1.0,req-012,gpt41,tags_v1,tags_v1_155
gst,REQ-012-HLJ-Chunk_1-Item_5-v1.0,req-012,gpt41,tags_v1,tags_v1_152
multi-rate,REQ-012-HLJ-Chunk_1-Item_5-v1.0,req-012,gpt41,tags_v1,tags_v1_156
gst,REQ-012-HLJ-Chunk_1-Item_6-v1.0,req-012,gpt41,tags_v1,tags_v1_152
exemption,REQ-012-HLJ-Chunk_1-Item_6-v1.0,req-012,gpt41,tags_v1,tags_v1_157
compliance,REQ-012-HLJ-Chunk_1-Item_6-v1.0,req-012,gpt41,tags_v1,tags_v1_12
gst,REQ-012-HLJ-Chunk_1-Item_7-v1.0,req-012,gpt41,tags_v1,tags_v1_152
retroactive,REQ-012-HLJ-Chunk_1-Item_7-v1.0,req-012,gpt41,tags_v1,tags_v1_158
gst,REQ-012-HLJ-Chunk_1-Item_8-v1.0,req-012,gpt41,tags_v1,tags_v1_152
fallback,REQ-012-HLJ-Chunk_1-Item_8-v1.0,req-012,gpt41,tags_v1,tags_v1_58
logging,REQ-012-HLJ-Chunk_1-Item_9-v1.0,req-012,gpt41,tags_v1,tags_v1_24
audit,REQ-012-HLJ-Chunk_1-Item_9-v1.0,req-012,gpt41,tags_v1,tags_v1_25
compliance,REQ-012-HLJ-Chunk_1-Item_9-v1.0,req-012,gpt41,tags_v1,tags_v1_12
integration,REQ-012-HLJ-Chunk_1-Item_10-v1.0,req-012,gpt41,tags_v1,tags_v1_0
api,REQ-012-HLJ-Chunk_1-Item_10-v1.0,req-012,gpt41,tags_v1,tags_v1_52
reporting,REQ-012-HLJ-Chunk_2-Item_1-v1.0,req-012,gpt41,tags_v1,tags_v1_55
gst,REQ-012-HLJ-Chunk_2-Item_1-v1.0,req-012,gpt41,tags_v1,tags_v1_152
compliance,REQ-012-HLJ-Chunk_2-Item_1-v1.0,req-012,gpt41,tags_v1,tags_v1_12
audit,REQ-012-HLJ-Chunk_2-Item_2-v1.0,req-012,gpt41,tags_v1,tags_v1_25
export,REQ-012-HLJ-Chunk_2-Item_2-v1.0,req-012,gpt41,tags_v1,tags_v1_126
compliance,REQ-012-HLJ-Chunk_2-Item_2-v1.0,req-012,gpt41,tags_v1,tags_v1_12
portal,REQ-012-HLJ-Chunk_2-Item_3-v1.0,req-012,gpt41,tags_v1,tags_v1_138
gst,REQ-012-HLJ-Chunk_2-Item_3-v1.0,req-012,gpt41,tags_v1,tags_v1_152
compliance,REQ-012-HLJ-Chunk_2-Item_3-v1.0,req-012,gpt41,tags_v1,tags_v1_12
webhooks,REQ-015-HLJ-Chunk_1-Item_1-v1.0,req-015,gpt41,tags_v1,tags_v1_159
notifications,REQ-015-HLJ-Chunk_1-Item_1-v1.0,req-015,gpt41,tags_v1,tags_v1_83
compliance,REQ-015-HLJ-Chunk_1-Item_1-v1.0,req-015,gpt41,tags_v1,tags_v1_12
webhooks,REQ-015-HLJ-Chunk_1-Item_2-v1.0,req-015,gpt41,tags_v1,tags_v1_159
registration,REQ-015-HLJ-Chunk_1-Item_2-v1.0,req-015,gpt41,tags_v1,tags_v1_160
customization,REQ-015-HLJ-Chunk_1-Item_3-v1.0,req-015,gpt41,tags_v1,tags_v1_161
webhooks,REQ-015-HLJ-Chunk_1-Item_3-v1.0,req-015,gpt41,tags_v1,tags_v1_159
validation,REQ-015-HLJ-Chunk_1-Item_4-v1.0,req-015,gpt41,tags_v1,tags_v1_91
schema,REQ-015-HLJ-Chunk_1-Item_4-v1.0,req-015,gpt41,tags_v1,tags_v1_74
validation,REQ-015-HLJ-Chunk_1-Item_5-v1.0,req-015,gpt41,tags_v1,tags_v1_91
reliability,REQ-015-HLJ-Chunk_1-Item_6-v1.0,req-015,gpt41,tags_v1,tags_v1_102
delivery,REQ-015-HLJ-Chunk_1-Item_6-v1.0,req-015,gpt41,tags_v1,tags_v1_98
notifications,REQ-015-HLJ-Chunk_1-Item_7-v1.0,req-015,gpt41,tags_v1,tags_v1_83
reliability,REQ-015-HLJ-Chunk_1-Item_7-v1.0,req-015,gpt41,tags_v1,tags_v1_102
monitoring,REQ-015-HLJ-Chunk_1-Item_8-v1.0,req-015,gpt41,tags_v1,tags_v1_23
security,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,gpt41,tags_v1,tags_v1_44
verification,REQ-015-HLJ-Chunk_1-Item_9-v1.0,req-015,gpt41,tags_v1,tags_v1_162
usability,REQ-015-HLJ-Chunk_1-Item_10-v1.0,req-015,gpt41,tags_v1,tags_v1_94
self-service,REQ-015-HLJ-Chunk_1-Item_10-v1.0,req-015,gpt41,tags_v1,tags_v1_54
compliance,REQ-015-HLJ-Chunk_2-Item_1-v1.0,req-015,gpt41,tags_v1,tags_v1_12
logging,REQ-015-HLJ-Chunk_2-Item_1-v1.0,req-015,gpt41,tags_v1,tags_v1_24
reliability,REQ-015-HLJ-Chunk_2-Item_2-v1.0,req-015,gpt41,tags_v1,tags_v1_102
documentation,REQ-015-HLJ-Chunk_2-Item_3-v1.0,req-015,gpt41,tags_v1,tags_v1_40
usability,REQ-015-HLJ-Chunk_2-Item_3-v1.0,req-015,gpt41,tags_v1,tags_v1_94
training,REQ-015-HLJ-Chunk_2-Item_4-v1.0,req-015,gpt41,tags_v1,tags_v1_143
support,REQ-015-HLJ-Chunk_2-Item_4-v1.0,req-015,gpt41,tags_v1,tags_v1_56
integration,REQ-015-HLJ-Chunk_2-Item_5-v1.0,req-015,gpt41,tags_v1,tags_v1_0
availability,REQ-015-HLJ-Chunk_2-Item_6-v1.0,req-015,gpt41,tags_v1,tags_v1_57
reliability,REQ-015-HLJ-Chunk_2-Item_6-v1.0,req-015,gpt41,tags_v1,tags_v1_102
ui,REQ-015-HLJ-Chunk_2-Item_7-v1.0,req-015,gpt41,tags_v1,tags_v1_87
backend,REQ-015-HLJ-Chunk_2-Item_7-v1.0,req-015,gpt41,tags_v1,tags_v1_163
compliance,REQ-015-HLJ-Chunk_2-Item_8-v1.0,req-015,gpt41,tags_v1,tags_v1_12
monitoring,REQ-015-HLJ-Chunk_2-Item_8-v1.0,req-015,gpt41,tags_v1,tags_v1_23
training,REQ-015-HLJ-Chunk_2-Item_9-v1.0,req-015,gpt41,tags_v1,tags_v1_143
documentation,REQ-015-HLJ-Chunk_2-Item_9-v1.0,req-015,gpt41,tags_v1,tags_v1_40
compliance,REQ-002-HLJ-Chunk_1-Item_1-v1.0,req-002,gpt41,tags_v1,tags_v1_12
compliance,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,gpt41,tags_v1,tags_v1_12
security,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,gpt41,tags_v1,tags_v1_44
compliance,REQ-002-HLJ-Chunk_1-Item_3-v1.0,req-002,gpt41,tags_v1,tags_v1_12
compliance,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,gpt41,tags_v1,tags_v1_12
security,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,gpt41,tags_v1,tags_v1_44
compliance,REQ-002-HLJ-Chunk_1-Item_6-v1.0,req-002,gpt41,tags_v1,tags_v1_12
security,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,gpt41,tags_v1,tags_v1_44
compliance,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,gpt41,tags_v1,tags_v1_12
security,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,gpt41,tags_v1,tags_v1_44
compliance,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,gpt41,tags_v1,tags_v1_12
compliance,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,gpt41,tags_v1,tags_v1_12
maintainability,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,gpt41,tags_v1,tags_v1_164
usability,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,gpt41,tags_v1,tags_v1_94
security,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,gpt41,tags_v1,tags_v1_44
usability,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v1,tags_v1_94
feedback,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,gpt41,tags_v1,tags_v1_51
usability,REQ-005-HLJ-Chunk_1-Item_3-v1.0,req-005,gpt41,tags_v1,tags_v1_94
usability,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v1,tags_v1_94
documentation,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,gpt41,tags_v1,tags_v1_40
operational,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,tags_v1_165
usability,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,tags_v1_94
compliance,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,gpt41,tags_v1,tags_v1_12
usability,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,tags_v1_94
operational,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,tags_v1_165
security,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,gpt41,tags_v1,tags_v1_44
documentation,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v1,tags_v1_40
usability,REQ-005-HLJ-Chunk_1-Item_7-v1.0,req-005,gpt41,tags_v1,tags_v1_94
documentation,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v1,tags_v1_40
usability,REQ-005-HLJ-Chunk_1-Item_8-v1.0,req-005,gpt41,tags_v1,tags_v1_94
operational,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v1,tags_v1_165
feedback,REQ-005-HLJ-Chunk_1-Item_9-v1.0,req-005,gpt41,tags_v1,tags_v1_51
feedback,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v1,tags_v1_51
usability,REQ-005-HLJ-Chunk_1-Item_10-v1.0,req-005,gpt41,tags_v1,tags_v1_94
backend,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,tags_v1_163
api,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,tags_v1_52
security,REQ-005-HLJ-Chunk_2-Item_1-v1.0,req-005,gpt41,tags_v1,tags_v1_44
synchronization,REQ-005-HLJ-Chunk_2-Item_2-v1.0,req-005,gpt41,tags_v1,tags_v1_166
security,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,tags_v1_44
backend,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,tags_v1_163
authorization,REQ-005-HLJ-Chunk_2-Item_3-v1.0,req-005,gpt41,tags_v1,tags_v1_167
compliance,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v1,tags_v1_12
audit,REQ-005-HLJ-Chunk_2-Item_4-v1.0,req-005,gpt41,tags_v1,tags_v1_25
availability,REQ-005-HLJ-Chunk_2-Item_5-v1.0,req-005,gpt41,tags_v1,tags_v1_57
rollback,REQ-005-HLJ-Chunk_2-Item_6-v1.0,req-005,gpt41,tags_v1,tags_v1_59
security,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v1,tags_v1_44
authentication,REQ-005-HLJ-Chunk_2-Item_8-v1.0,req-005,gpt41,tags_v1,tags_v1_79
security,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v1,tags_v1_44
encryption,REQ-005-HLJ-Chunk_2-Item_9-v1.0,req-005,gpt41,tags_v1,tags_v1_20
compliance,REQ-005-HLJ-Chunk_2-Item_10-v1.0,req-005,gpt41,tags_v1,tags_v1_12
gdpr,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,tags_v1_168
metadata,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,tags_v1_77
traceability,REQ-004-HLJ-Chunk_1-Item_1-v1.0,req-004,gpt41,tags_v1,tags_v1_84
gdpr,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v1,tags_v1_168
classification,REQ-004-HLJ-Chunk_1-Item_2-v1.0,req-004,gpt41,tags_v1,tags_v1_169
traceability,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v1,tags_v1_84
gdpr,REQ-004-HLJ-Chunk_1-Item_3-v1.0,req-004,gpt41,tags_v1,tags_v1_168
automation,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v1,tags_v1_149
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_4-v1.0,req-004,gpt41,tags_v1,tags_v1_170
deletion,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v1,tags_v1_171
gdpr,REQ-004-HLJ-Chunk_1-Item_5-v1.0,req-004,gpt41,tags_v1,tags_v1_168
redaction,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,tags_v1_172
right-to-erasure,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,tags_v1_170
auditability,REQ-004-HLJ-Chunk_1-Item_6-v1.0,req-004,gpt41,tags_v1,tags_v1_25
meta-log,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v1,tags_v1_173
audit,REQ-004-HLJ-Chunk_1-Item_7-v1.0,req-004,gpt41,tags_v1,tags_v1_25
redaction,REQ-004-HLJ-Chunk_1-Item_8-v1.0,req-004,gpt41,tags_v1,tags_v1_172
retention,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v1,tags_v1_124
access-control,REQ-004-HLJ-Chunk_1-Item_9-v1.0,req-004,gpt41,tags_v1,tags_v1_174
integrity,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v1,tags_v1_175
security,REQ-004-HLJ-Chunk_1-Item_10-v1.0,req-004,gpt41,tags_v1,tags_v1_44
api,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v1,tags_v1_52
compliance,REQ-004-HLJ-Chunk_2-Item_1-v1.0,req-004,gpt41,tags_v1,tags_v1_12
dashboard,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,tags_v1_22
monitoring,REQ-004-HLJ-Chunk_2-Item_2-v1.0,req-004,gpt41,tags_v1,tags_v1_23
